date, pm25, pm10, o3, no2, so2, co
2014/11/27, 69, 56, 21, 24, 11, 12
2014/11/28, 140, 44, 24, 22, 8, 9
2014/11/29, 116, 40, 20, 18, 9, 11
2014/11/30, 109, 87, 23, 18, 14, 8
2014/12/1, 133, 64, 20, 26, 15, 7
2014/12/2, 102, 69, 8, 36, 19, 9
2014/12/3, 139, 87, 17, 32, 27, 10
2014/12/4, 160, 87, 13, 32, 28, 13
2014/12/5, 157, 85, 19, 38, 27, 8
2014/12/6, 165, 73, 17, 43, 18, 7
2014/12/7, 146, 93, 24, 31, 21, 7
2014/12/8, 182, 39, 23, 26, 10, 3
2014/12/9, 95, 61, 8, 36, 15, 6
2014/12/10, 126, 91, 19, 21, 13, 7
2014/12/11, 162, 95, 16, 30, 23, 9
2014/12/12, 161, 88, 19, 35, 28, 11
2014/12/13, 162, 87, 20, 40, 24, 11
2014/12/14, 165, 83, 14, 39, 21, 10
2014/12/15, 159, 103, 19, 26, 23, 9
2014/12/16, 149, 80, 18, 28, 22, 9
2014/12/17, 136, 80, 17, 35, 18, 13
2014/12/18, 152, 74, 10, 39, 17, 10
2014/12/19, 141, 74, 21, 26, 17, 9
2014/12/20, 133, 74, 14, 27, 22, 9
2014/12/21, 144, 83, 15, 33, 23, 11
2014/12/22, 161, 64, 18, 33, 15, 9
2014/12/23, 143, 107, 18, 44, 32, 15
2014/12/24, 186, 45, 22, 19, 10, 7
2014/12/25, 96, 34, 22, 19, 10, 5
2014/12/26, 71, 36, 20, 24, 12, 6
2014/12/27, 79, 65, 18, 34, 17, 10
2014/12/28, 135, , , , , 
2014/7/1, 114, 50, 27, 19, 4, 13
2014/7/2, 126, 65, 72, 19, 7, 11
2014/7/3, 155, 59, 50, 17, 4, 9
2014/7/4, 133, 44, 41, 13, 2, 6
2014/7/5, 96, 54, 55, 16, 6, 10
2014/7/6, 139, 53, 51, 22, 8, 7
2014/7/7, 127, 34, 38, 15, 4, 4
2014/7/8, 81, 41, 25, 12, 3, 5
2014/7/9, 79, 91, 106, 22, 9, 9
2014/7/10, 163, 117, 84, 24, 7, 10
2014/7/11, 200, 80, 72, 24, 6, 8
2014/7/12, 160, 47, 38, 20, 4, 7
2014/7/13, 119, 69, 94, 19, 4, 8
2014/7/14, 165, 43, 38, 24, 4, 8
2014/7/15, 113, 60, 44, 28, 6, 11
2014/7/16, 143, 42, 51, 13, 4, 6
2014/7/17, 87, 33, 43, 12, 4, 5
2014/7/18, 69, 37, 48, 14, 5, 5
2014/7/19, 80, 36, 58, 13, 4, 5
2014/7/20, 84, 35, 54, 11, 4, 6
2014/7/21, 75, 29, 52, 11, 5, 6
2014/7/22, 68, 35, 30, 8, 2, 6
2014/7/23, 72, 40, 33, 6, 2, 6
2014/7/24, 72, 48, 48, 12, 4, 8
2014/7/25, 97, 78, 57, 21, 7, 10
2014/7/26, 174, 55, 37, 15, 4, 9
2014/7/27, 141, 53, 93, 19, 6, 10
2014/7/28, 124, 50, 72, 12, 4, 8
2014/7/29, 126, 29, 31, 7, 4, 7
2014/7/30, 66, 25, 20, 6, 3, 7
2014/7/31, 52, 19, 22, 8, 4, 5
2014/8/1, 48, 23, 24, 10, 4, 7
2014/8/2, 62, 61, 79, 13, 7, 9
2014/8/3, 144, 69, 112, 16, 7, 10
2014/8/4, 159, 53, 68, 11, 5, 7
2014/8/5, 122, 47, 64, 11, 5, 8
2014/8/6, 88, 32, 33, 8, 4, 5
2014/8/7, 74, 31, 14, 12, 4, 8
2014/8/8, 79, 31, 16, 17, 3, 7
2014/8/9, 87, 58, 39, 20, 8, 12
2014/8/10, 146, 44, 50, 15, 5, 7
2014/8/11, 109, 38, 41, 18, 7, 8
2014/8/12, 91, 52, 52, 10, 4, 7
2014/8/13, 116, 33, 37, 14, 4, 11
2014/8/14, 82, 43, 34, 22, 6, 8
2014/8/15, 97, 45, 44, 14, 4, 9
2014/8/16, 113, 31, 35, 16, 3, 7
2014/8/17, 79, 44, 20, 24, 6, 10
2014/8/18, 117, 23, 30, 24, 4, 9
2014/8/19, 66, 25, 27, 24, 4, 10
2014/8/20, 76, 57, 86, 23, 7, 10
2014/8/21, 143, 47, 49, 12, 6, 11
2014/8/22, 116, 52, 55, 15, 5, 9
2014/8/23, 134, 66, 84, 16, 10, 9
2014/8/24, 152, 60, 71, 15, 7, 11
2014/8/25, 128, 63, 58, 21, 8, 11
2014/8/26, 135, 45, 43, 19, 5, 8
2014/8/27, 110, 50, 41, 19, 6, 8
2014/8/28, 114, 48, 28, 23, 6, 12
2014/8/29, 121, 33, 36, 17, 7, 7
2014/8/30, 70, 33, 34, 12, 4, 6
2014/8/31, 74, 45, 40, 13, 7, 7
2014/9/1, 112, 52, 60, 16, 7, 8
2014/9/2, 128, 43, 36, 20, 9, 10
2014/9/3, 108, 84, 93, 20, 14, 12
2014/9/4, 178, 69, 81, 15, 6, 9
2014/9/5, 164, 50, 57, 13, 5, 7
2014/9/6, 100, 44, 52, 14, 6, 7
2014/9/7, 102, 46, 63, 13, 6, 8
2014/9/8, 118, 41, 51, 11, 5, 7
2014/9/9, 102, 52, 41, 12, 6, 7
2014/9/10, 123, 30, 50, 12, 6, 6
2014/9/11, 59, 37, 39, 13, 5, 6
2014/9/12, 73, 25, 33, 13, 4, 6
2014/9/13, 67, 30, 36, 9, 5, 5
2014/9/14, 61, 26, 40, 9, 4, 5
2014/9/15, 55, 41, 48, 11, 5, 6
2014/9/16, 93, 37, 37, 12, 6, 6
2014/9/17, 70, 30, 34, 14, 7, 7
2014/9/18, 72, 46, 25, 30, 7, 10
2014/9/19, 111, 57, 39, 25, 13, 10
2014/9/20, 131, 24, 47, 12, 5, 5
2014/9/21, 63, 34, 38, 10, 7, 6
2014/9/22, 71, 21, 16, 11, 6, 7
2014/9/23, 58, 38, 30, 16, 6, 8
2014/9/24, 94, 52, 66, 22, 8, 8
2014/9/25, 128, 58, 61, 16, 6, 7
2014/9/26, 145, 47, 53, 16, 6, 6
2014/9/27, 124, 34, 49, 13, 5, 3
2014/9/28, 75, 57, 49, 19, 12, 9
2014/9/29, 117, 33, 41, 10, 4, 8
2014/9/30, 62, 43, 40, 15, 7, 7
2014/4/1, 124, 53, 33, 24, 7, 5
2014/4/2, 127, 55, 47, 23, 7, 5
2014/4/3, 128, 70, 43, 27, 14, 5
2014/4/4, 119, 77, 39, 27, 13, 6
2014/4/5, 132, 46, 36, 12, 6, 2
2014/4/6, 55, 45, 36, 19, 8, 4
2014/4/7, 97, 64, 33, 35, 10, 7
2014/4/8, 151, 66, 45, 26, 6, 6
2014/4/9, 159, 64, 58, 28, 7, 5
2014/4/10, 145, 59, 38, 21, 5, 4
2014/4/11, 142, 47, 31, 23, 6, 6
2014/4/12, 115, 45, 41, 17, 6, 6
2014/4/13, 110, 65, 43, 29, 7, 7
2014/4/14, 154, 54, 47, 19, 6, 4
2014/4/15, 117, 45, 36, 24, 6, 6
2014/4/16, 108, 108, 14, 42, 17, 13
2014/4/17, 211, 63, 39, 22, 12, 7
2014/4/18, 148, 25, 37, 15, 4, 5
2014/4/19, 76, 46, 37, 16, 6, 4
2014/4/20, 104, 47, 36, 23, 5, 5
2014/4/21, 124, 59, 42, 27, 8, 6
2014/4/22, 137, 66, 49, 34, 8, 7
2014/4/23, 140, 56, 46, 15, 7, 6
2014/4/24, 135, 49, 45, 10, 5, 4
2014/4/25, 88, 22, 36, 10, 4, 5
2014/4/26, 67, 58, 29, 21, 11, 9
2014/4/27, 124, 59, 29, 21, 12, 9
2014/4/28, 139, 75, 58, 28, 17, 9
2014/4/29, 158, 84, 56, 31, 12, 8
2014/4/30, 165, 81, 76, 23, 12, 7
2014/5/1, 167, 97, 66, 21, 15, 7
2014/5/2, 167, 66, 41, 16, 8, 5
2014/5/3, 105, 62, 29, 30, 10, 8
2014/5/4, 132, 61, 46, 19, 8, 4
2014/5/5, 99, 64, 53, 18, 7, 3
2014/5/6, 101, 65, 56, 20, 11, 5
2014/5/7, 117, 77, 65, 24, 12, 7
2014/5/8, 157, 55, 41, 19, 6, 6
2014/5/9, 129, 42, 37, 11, 4, 6
2014/5/10, 115, 33, 29, 12, 6, 7
2014/5/11, 92, 78, 76, 27, 12, 10
2014/5/12, 167, 67, 57, 26, 11, 7
2014/5/13, 142, 76, 84, 26, 12, 12
2014/5/14, 159, 78, 64, 27, 11, 8
2014/5/15, 144, 68, 65, 22, 8, 5
2014/5/16, 131, 55, 46, 14, 5, 6
2014/5/17, 133, 36, 42, 14, 4, 4
2014/5/18, 85, 47, 35, 18, 4, 6
2014/5/19, 111, 68, 60, 25, 7, 8
2014/5/20, 156, 85, 101, 24, 11, 8
2014/5/21, 170, 64, 55, 19, 7, 5
2014/5/22, 142, 32, 45, 13, 5, 3
2014/5/23, 75, 33, 39, 11, 4, 3
2014/5/24, 71, 72, 29, 24, 8, 9
2014/5/25, 141, 127, 81, 27, 11, 8
2014/5/26, 172, 135, 92, 33, 14, 7
2014/5/27, 211, 140, 86, 36, 18, 9
2014/5/28, 203, 110, 59, 36, 14, 9
2014/5/29, 147, 112, 66, 29, 15, 8
2014/5/30, 167, 64, 52, 11, 7, 7
2014/5/31, 124, 28, 39, 8, 3, 6
2014/6/1, 70, 48, 40, 13, 5, 8
2014/6/2, 125, 50, 40, 19, 8, 8
2014/6/3, 123, 63, 36, 21, 10, 10
2014/6/4, 146, 48, 39, 21, 6, 8
2014/6/5, 124, 52, 43, 20, 7, 7
2014/6/6, 137, 62, 69, 15, 4, 7
2014/6/7, 151, 45, 38, 12, 4, 6
2014/6/8, 124, 40, 42, 11, 3, 5
2014/6/9, 100, 38, 32, 14, 4, 6
2014/6/10, 88, 46, 38, 17, 6, 7
2014/6/11, 98, 58, 60, 20, 6, 6
2014/6/12, 147, 79, 101, 24, 10, 8
2014/6/13, 167, 90, 111, 26, 11, 9
2014/6/14, 172, 71, 48, 22, 6, 7
2014/6/15, 146, 32, 34, 11, 4, 6
2014/6/16, 83, 51, 31, 22, 4, 9
2014/6/17, 127, 34, 41, 16, 4, 7
2014/6/18, 81, 41, 45, 12, 3, 6
2014/6/19, 110, 35, 33, 22, 3, 9
2014/6/20, 98, 39, 29, 20, 5, 7
2014/6/21, 99, 29, 36, 16, 4, 6
2014/6/22, 68, 42, 29, 19, 4, 7
2014/6/23, 98, 55, 60, 16, 5, 7
2014/6/24, 141, 28, 31, 16, 4, 7
2014/6/25, 76, 19, 32, 23, 3, 7
2014/6/26, 58, 27, 32, 18, 3, 7
2014/6/27, 70, 81, 68, 27, 8, 10
2014/6/28, 164, 81, 75, 25, 12, 9
2014/6/29, 175, 62, 43, 24, 7, 9
2014/6/30, 149, 46, 32, 16, 3, 7
2014/1/1, 189, 86, 48, 52, 18, 8
2014/1/2, 173, 116, 11, 59, 31, 10
2014/1/3, 207, 104, 15, 37, 21, 9
2014/1/4, 190, 59, 13, 40, 16, 6
2014/1/5, 118, 32, 27, 22, 9, 6
2014/1/6, 79, 51, 28, 32, 8, 6
2014/1/7, 115, 44, 24, 23, 8, 7
2014/1/8, 104, 55, 23, 16, 10, 6
2014/1/9, 87, 64, 26, 21, 12, 7
2014/1/10, 106, 49, 23, 25, 10, 6
2014/1/11, 110, 70, 27, 28, 14, 8
2014/1/12, 151, 46, 24, 18, 11, 6
2014/1/13, 102, 31, 24, 22, 6, 8
2014/1/14, 70, 43, 23, 27, 11, 6
2014/1/15, 91, 71, 24, 36, 13, 7
2014/1/16, 158, 89, 15, 54, 18, 10
2014/1/17, 177, 121, 25, 33, 21, 13
2014/1/18, 222, 87, 29, 34, 18, 9
2014/1/19, 180, 174, 15, 46, 31, 16
2014/1/20, 249, 78, 22, 24, 14, 6
2014/1/21, 118, 63, 13, 32, 18, 8
2014/1/22, 131, 48, 22, 24, 11, 5
2014/1/23, 114, 40, 21, 25, 10, 5
2014/1/24, 92, 88, 31, 27, 14, 6
2014/1/25, 165, 46, 27, 13, 6, 4
2014/1/26, 76, 47, 26, 24, 11, 6
2014/1/27, 89, 58, 27, 25, 12, 7
2014/1/28, 123, 60, 25, 25, 8, 3
2014/1/29, 137, 128, 28, 31, 15, 11
2014/1/30, 249, 112, 41, 20, 11, 6
2014/1/31, 216, 63, 37, 26, 7, 3
2014/2/1, 151, 166, 29, 29, 7, 13
2014/2/2, 277, 60, 30, 14, 8, 4
2014/2/3, 116, 41, 29, 8, 7, 2
2014/2/4, 56, 18, 26, 11, 6, 4
2014/2/5, 38, 10, 22, 13, 4, 5
2014/2/6, 26, 14, 24, 12, 4, 5
2014/2/7, 35, 44, 25, 13, 8, 7
2014/2/8, 112, 52, 23, 14, 10, 8
2014/2/9, 116, 33, 23, 12, 8, 6
2014/2/10, 73, 40, 22, 17, 10, 7
2014/2/11, 98, 27, 23, 19, 8, 5
2014/2/12, 73, 34, 29, 14, 5, 6
2014/2/13, 70, 53, 32, 19, 8, 5
2014/2/14, 108, 36, 28, 22, 7, 5
2014/2/15, 82, 19, 25, 21, 5, 3
2014/2/16, 62, 27, 29, 24, 7, 6
2014/2/17, 82, 25, 31, 16, 7, 6
2014/2/18, 70, 55, 22, 29, 14, 9
2014/2/19, 125, 98, 31, 38, 28, 12
2014/2/20, 187, 69, 39, 30, 17, 6
2014/2/21, 154, 48, 34, 20, 9, 4
2014/2/22, 131, 72, 39, 22, 12, 5
2014/2/23, 163, 65, 31, 30, 8, 6
2014/2/24, 158, 17, 33, 18, 4, 6
2014/2/25, 57, 42, 32, 26, 5, 8
2014/2/26, 109, 81, 29, 42, 22, 11
2014/2/27, 172, 70, 25, 27, 6, 8
2014/2/28, 162, 32, 26, 23, 6, 4
2014/3/1, 74, 62, 37, 21, 11, 6
2014/3/2, 128, 53, 35, 21, 10, 5
2014/3/3, 90, 34, 24, 26, 7, 4
2014/3/4, 68, 49, 35, 16, 10, 6
2014/3/5, 102, 35, 30, 17, 7, 2
2014/3/6, 57, 34, 37, 18, 11, 6
2014/3/7, 59, 50, 36, 17, 8, 3
2014/3/8, 108, 73, 34, 37, 18, 6
2014/3/9, 163, 109, 37, 46, 20, 9
2014/3/10, 202, 57, 41, 21, 11, 3
2014/3/11, 136, 35, 30, 28, 9, 4
2014/3/12, 99, 53, 29, 21, 12, 4
2014/3/13, 87, 80, 34, 40, 19, 6
2014/3/14, 159, 80, 47, 37, 16, 3
2014/3/15, 158, 75, 52, 31, 18, 2
2014/3/16, 153, 73, 49, 38, 15, 7
2014/3/17, 162, 125, 47, 51, 20, 9
2014/3/18, 198, 126, 29, 25, 7, 5
2014/3/19, 154, 73, 34, 23, 12, 4
2014/3/20, 140, 55, 33, 24, 9, 3
2014/3/21, 72, 58, 42, 26, 11, 3
2014/3/22, 108, 55, 37, 23, 7, 5
2014/3/23, 97, 50, 30, 23, 9, 3
2014/3/24, 108, 58, 20, 33, 9, 6
2014/3/25, 140, 72, 34, 33, 12, 10
2014/3/26, 166, 44, 36, 22, 5, 5
2014/3/27, 108, 38, 36, 19, 5, 5
2014/3/28, 103, 62, 20, 32, 11, 11
2014/3/29, 153, 79, 46, 25, 13, 8
2014/3/30, 173, 54, 39, 25, 7, 5
2014/3/31, 143, 51, 41, 21, 8, 6
2020/3/31, , 38, 52, 14, 4, 4
2019/12/31, , 23, 24, 20, 2, 4
2018/12/31, , 33, 27, 10, 4, 5
2017/9/10, , 31, 28, 18, 4, 11
2016/1/3, , 95, 30, 35, 11, 10
2014/12/31, , 61, 21, 21, 16, 6
2013/12/31, , 113, 27, 60, 32, 13
