date, pm25, pm10, o3, no2, so2, co
2016/5/13, 156, 45, 45, 10, 4, 3
2016/5/14, 105, 37, 26, 15, 5, 6
2016/5/15, 95, 53, 68, 18, 6, 6
2016/5/16, 122, 38, 66, 20, 5, 2
2016/5/17, 92, 49, 85, 15, 6, 2
2016/5/18, 119, 59, 68, 11, 7, 3
2016/5/19, 126, 41, 47, 12, 5, 3
2016/5/20, 78, 19, 40, 15, 3, 4
2016/5/21, 56, 51, 37, 20, 3, 6
2016/5/22, 137, 65, 72, 23, 5, 6
2016/5/23, 159, 79, 65, 28, 8, 8
2016/5/24, 174, 71, 90, 13, 5, 6
2016/5/25, 164, 82, 34, 27, 4, 9
2016/5/26, 176, 38, 34, 21, 3, 6
2016/5/27, 104, 31, 33, 26, 3, 6
2016/5/28, 92, 58, 16, 30, 4, 10
2016/5/29, 132, 59, 54, 21, 4, 6
2016/5/30, 153, 65, 67, 17, 4, 5
2016/5/31, 159, 33, 55, 11, 3, 3
2016/6/1, 74, 45, 50, 14, 4, 4
2016/6/2, 115, 24, 47, 13, 3, 3
2016/6/3, 62, 43, 46, 14, 4, 6
2016/6/4, 109, 38, 48, 14, 4, 4
2016/6/5, 100, 44, 56, 10, 3, 4
2016/6/6, 115, 49, 40, 13, 3, 4
2016/6/7, 123, 43, 29, 15, 3, 3
2016/6/8, 110, 36, 34, 12, 3, 2
2016/6/9, 93, 38, 49, 8, 2, 2
2016/6/10, 96, 55, 57, 16, 4, 3
2016/6/11, 125, 27, 39, 13, 2, 1
2016/6/12, 82, 38, 66, 16, 4, 2
2016/6/13, 101, 46, 102, 15, 4, 4
2016/6/14, 119, 66, 83, 20, 5, 8
2016/6/15, 151, 83, 46, 25, 5, 10
2016/6/16, 180, 62, 92, 15, 5, 7
2016/6/17, 155, 35, 70, 10, 4, 5
2016/6/18, 92, 35, 54, 11, 4, 4
2016/6/19, 84, 19, 18, 12, 2, 5
2016/6/20, 57, 50, 88, 22, 4, 7
2016/6/21, 123, 43, 26, 21, 3, 6
2016/6/22, 114, 56, 90, 20, 4, 6
2016/6/23, 143, 50, 37, 14, 5, 5
2016/6/24, 127, 41, 38, 22, 2, 5
2016/6/25, 115, 34, 64, 12, 2, 3
2016/6/26, 97, 31, 41, 18, 2, 4
2016/6/27, 86, 53, 26, 30, 3, 8
2016/6/28, 143, 32, 24, 19, 3, 5
2016/6/29, 88, 35, 82, 13, 4, 7
2016/6/30, 95, 41, 43, 16, 3, 8
2016/1/4, 191, 30, 39, 13, 5, 3
2016/1/5, 80, 51, 29, 16, 7, 4
2016/1/6, 129, 66, 18, 29, 11, 7
2016/1/7, 161, 58, 26, 23, 17, 5
2016/1/8, 146, 84, 37, 38, 19, 8
2016/1/9, 180, 57, 29, 26, 12, 4
2016/1/10, 149, 46, 31, 16, 6, 4
2016/1/11, 126, 44, 29, 15, 7, 3
2016/1/12, 111, 85, 16, 29, 18, 10
2016/1/13, 181, 106, 19, 41, 24, 15
2016/1/14, 205, 84, 24, 47, 20, 12
2016/1/15, 178, 91, 35, 42, 18, 11
2016/1/16, 187, 66, 39, 19, 8, 7
2016/1/17, 161, 98, 23, 22, 14, 10
2016/1/18, 197, 68, 29, 23, 15, 8
2016/1/19, 162, 30, 25, 18, 7, 4
2016/1/20, 79, 18, 24, 16, 4, 5
2016/1/21, 58, 39, 29, 14, 5, 6
2016/1/22, 101, 50, 30, 11, 9, 7
2016/1/23, 107, 58, 27, 8, 9, 5
2016/1/24, 87, 57, 24, 21, 9, 7
2016/1/25, 97, 63, 23, 40, 12, 9
2016/1/26, 133, 39, 14, 38, 6, 13
2016/1/27, 107, 27, 12, 32, 4, 12
2016/1/28, 81, 30, 28, 17, 4, 6
2016/1/29, 79, 48, 27, 15, 6, 6
2016/1/30, 100, 56, 31, 16, 8, 8
2016/1/31, 147, 46, 31, 13, 7, 7
2016/2/1, 125, 70, 30, 26, 14, 11
2016/2/2, 159, 51, 28, 28, 10, 9
2016/2/3, 139, 39, 21, 32, 8, 7
2016/2/4, 99, 93, 51, 36, 16, 12
2016/2/5, 192, 65, 39, 18, 11, 8
2016/2/6, 140, 62, 48, 25, 10, 7
2016/2/7, 148, 85, 49, 22, 11, 6
2016/2/8, 162, 71, 59, 21, 10, 6
2016/2/9, 160, 40, 52, 11, 9, 3
2016/2/10, 96, 26, 40, 6, 5, 4
2016/2/11, 73, 30, 30, 10, 4, 5
2016/2/12, 85, 49, 21, 13, 4, 11
2016/2/13, 122, 39, 29, 9, 6, 4
2016/2/14, 98, 30, 33, 10, 8, 4
2016/2/15, 84, 39, 34, 20, 10, 4
2016/2/16, 98, 53, 37, 29, 14, 6
2016/2/17, 140, 62, 42, 26, 10, 5
2016/2/18, 151, 57, 25, 40, 8, 7
2016/2/19, 150, 75, 38, 21, 10, 5
2016/2/20, 146, 74, 42, 13, 6, 4
2016/2/21, 105, 46, 43, 16, 4, 5
2016/2/22, 101, 48, 34, 15, 5, 6
2016/2/23, 104, 46, 38, 13, 7, 5
2016/2/24, 99, 43, 43, 17, 7, 4
2016/2/25, 109, 66, 44, 28, 8, 6
2016/2/26, 157, 69, 40, 26, 9, 6
2016/2/27, 145, 71, 38, 18, 8, 6
2016/2/28, 133, 55, 42, 16, 9, 6
2016/2/29, 134, 41, 41, 17, 7, 3
2016/3/1, 95, 61, 46, 23, 9, 5
2016/3/2, 149, 74, 44, 40, 10, 8
2016/3/3, 156, 52, 41, 17, 8, 4
2016/3/4, 88, 75, 71, 20, 10, 7
2016/3/5, 146, 73, 24, 19, 5, 7
2016/3/6, 167, 71, 31, 27, 8, 7
2016/3/7, 165, 19, 35, 11, 4, 3
2016/3/8, 57, 33, 36, 8, 4, 2
2016/3/9, 55, 27, 34, 13, 6, 3
2016/3/10, 62, 52, 40, 28, 10, 5
2016/3/11, 124, 66, 70, 18, 11, 5
2016/3/12, 163, 57, 44, 20, 6, 5
2016/3/13, 141, 64, 53, 19, 8, 6
2016/3/14, 141, 46, 43, 17, 6, 3
2016/3/15, 110, 48, 40, 22, 7, 4
2016/3/16, 112, 38, 34, 20, 5, 4
2016/3/17, 104, 77, 19, 44, 12, 10
2016/3/18, 171, 35, 24, 25, 5, 6
2016/3/19, 93, 59, 45, 26, 8, 4
2016/3/20, 132, 54, 44, 20, 7, 4
2016/3/21, 137, 45, 39, 19, 5, 3
2016/3/22, 105, 47, 48, 14, 6, 2
2016/3/23, 97, 43, 41, 10, 5, 2
2016/3/24, 67, 47, 51, 17, 9, 3
2016/3/25, 93, 56, 54, 27, 8, 3
2016/3/26, 133, 82, 48, 26, 12, 6
2016/3/27, 173, 74, 78, 34, 13, 5
2016/3/28, 168, 66, 60, 32, 10, 5
2016/3/29, 154, 70, 46, 41, 12, 6
2016/3/30, 159, 49, 40, 31, 5, 6
2016/3/31, 128, 72, 75, 27, 6, 6
2015/10/1, 97, 60, 66, 19, 8, 5
2015/10/2, 95, 52, 85, 14, 5, 4
2015/10/3, 112, 38, 60, 13, 4, 3
2015/10/4, 84, 27, 38, 18, 4, 5
2015/10/5, 76, 26, 53, 15, 4, 4
2015/10/6, 62, 28, 55, 9, 4, 4
2015/10/7, 63, 33, 40, 13, 3, 4
2015/10/8, 65, 70, 51, 25, 10, 8
2015/10/9, 148, 75, 50, 29, 12, 7
2015/10/10, 150, 66, 52, 28, 12, 6
2015/10/11, 131, 82, 67, 45, 15, 9
2015/10/12, 168, 83, 80, 51, 13, 9
2015/10/13, 171, 90, 13, 56, 11, 10
2015/10/14, 180, 36, 60, 20, 5, 4
2015/10/15, 95, 47, 59, 20, 5, 5
2015/10/16, 125, 36, 43, 22, 5, 4
2015/10/17, 90, 43, 63, 14, 4, 5
2015/10/18, 110, 43, 59, 15, 4, 5
2015/10/19, 107, 43, 55, 14, 4, 5
2015/10/20, 104, 49, 64, 17, 4, 5
2015/10/21, 109, 72, 82, 19, 5, 7
2015/10/22, 164, 57, 46, 19, 4, 5
2015/10/23, 116, 53, 44, 15, 5, 5
2015/10/24, 124, 52, 43, 16, 4, 6
2015/10/25, 114, 53, 59, 16, 4, 6
2015/10/26, 116, 74, 30, 25, 8, 11
2015/10/27, 158, 77, 30, 32, 9, 7
2015/10/28, 155, 44, 32, 21, 4, 6
2015/10/29, 104, 40, 36, 16, 4, 5
2015/10/30, 87, 32, 36, 13, 4, 4
2015/10/31, 61, 38, 23, 23, 4, 6
2015/11/1, 98, 89, 49, 40, 15, 12
2015/11/2, 185, 75, 44, 42, 7, 13
2015/11/3, 166, 41, 23, 25, 3, 7
2015/11/4, 97, 46, 28, 27, 5, 8
2015/11/5, 118, 32, 30, 18, 4, 6
2015/11/6, 70, 46, 20, 20, 5, 9
2015/11/7, 108, 70, 4, 25, 8, 18
2015/11/8, 158, 71, 14, 27, 6, 11
2015/11/9, 165, 53, 33, 22, 6, 8
2015/11/10, 130, 45, 35, 23, 4, 5
2015/11/11, 99, 57, 18, 37, 4, 9
2015/11/12, 138, 51, 11, 27, 4, 9
2015/11/13, 139, 95, 51, 30, 10, 12
2015/11/14, 189, 88, 46, 35, 9, 13
2015/11/15, 187, 68, 28, 26, 6, 11
2015/11/16, 161, 39, 29, 22, 3, 9
2015/11/17, 110, 49, 29, 17, 3, 7
2015/11/18, 101, 37, 21, 25, 4, 5
2015/11/19, 92, 45, 23, 27, 5, 6
2015/11/20, 121, 30, 19, 25, 3, 7
2015/11/21, 90, 36, 30, 18, 4, 7
2015/11/22, 88, 36, 25, 23, 4, 9
2015/11/23, 99, 27, 26, 13, 3, 5
2015/11/24, 70, 36, 24, 17, 4, 4
2015/11/25, 95, 53, 23, 15, 10, 5
2015/11/26, 139, 45, 22, 26, 8, 6
2015/11/27, 115, 61, 21, 45, 8, 8
2015/11/28, 149, 66, 4, 41, 4, 11
2015/11/29, 162, 95, 32, 44, 12, 14
2015/11/30, 195, 58, 33, 31, 6, 7
2015/12/1, 130, 71, 19, 27, 9, 8
2015/12/2, 157, 92, 22, 27, 13, 6
2015/12/3, 131, 64, 17, 28, 16, 7
2015/12/4, 119, 64, 6, 38, 11, 10
2015/12/5, 150, 79, 7, 35, 13, 13
2015/12/6, 174, 71, 28, 30, 11, 12
2015/12/7, 154, 35, 28, 28, 5, 5
2015/12/8, 91, 41, 17, 34, 5, 7
2015/12/9, 106, 39, 4, 27, 4, 10
2015/12/10, 112, 64, 23, 18, 6, 7
2015/12/11, 145, 53, 18, 28, 9, 6
2015/12/12, 130, 58, 13, 30, 6, 7
2015/12/13, 148, 101, 21, 34, 17, 11
2015/12/14, 206, 146, 16, 41, 31, 18
2015/12/15, 274, 80, 18, 26, 17, 8
2015/12/16, 146, 56, 18, 22, 12, 6
2015/12/17, 107, 50, 15, 32, 10, 6
2015/12/18, 129, 37, 24, 26, 6, 4
2015/12/19, 96, 42, 16, 30, 5, 7
2015/12/20, 115, 98, 14, 34, 10, 12
2015/12/21, 198, 72, 9, 39, 8, 9
2015/12/22, 168, 132, 8, 35, 12, 16
2015/12/23, 248, 53, 21, 25, 7, 7
2015/12/24, 137, 118, 28, 32, 15, 12
2015/12/25, 224, 81, 21, 40, 14, 11
2015/12/26, 178, 64, 26, 32, 9, 8
2015/12/27, 142, 47, 26, 12, 6, 5
2015/12/28, 99, 56, 26, 22, 8, 6
2015/12/29, 138, 76, 24, 41, 11, 10
2015/12/30, 155, 100, 33, 28, 12, 10
2015/12/31, 207, , , , , 
2015/7/1, 109, 64, 71, 21, 3, 10
2015/7/2, 151, 66, 70, 13, 3, 8
2015/7/3, 162, 58, 52, 15, 2, 7
2015/7/4, 127, 28, 48, 13, 2, 5
2015/7/5, 80, 23, 39, 15, 2, 5
2015/7/6, 67, 22, 44, 11, 2, 6
2015/7/7, 61, 32, 37, 13, 2, 6
2015/7/8, 85, 34, 30, 12, 3, 5
2015/7/9, 86, 31, 23, 6, 3, 4
2015/7/10, 72, 8, 22, 2, 2, 4
2015/7/11, 30, 24, 36, 8, 2, 5
2015/7/12, 57, 78, 119, 16, 7, 7
2015/7/13, 157, 101, 109, 20, 5, 7
2015/7/14, 167, 38, 39, 10, 3, 3
2015/7/15, 102, 32, 28, 8, 3, 3
2015/7/16, 82, 43, 29, 6, 3, 4
2015/7/17, 94, 41, 35, 5, 3, 4
2015/7/18, 82, 28, 26, 5, 2, 5
2015/7/19, 69, 31, 31, 5, 3, 5
2015/7/20, 73, 50, 28, 15, 6, 6
2015/7/21, 120, 43, 28, 13, 4, 7
2015/7/22, 105, 41, 33, 13, 3, 9
2015/7/23, 110, 49, 65, 12, 5, 9
2015/7/24, 118, 56, 101, 15, 6, 10
2015/7/25, 135, 76, 87, 20, 5, 12
2015/7/26, 167, 59, 92, 14, 7, 10
2015/7/27, 139, 60, 103, 12, 7, 10
2015/7/28, 141, 59, 107, 12, 8, 10
2015/7/29, 141, 50, 108, 14, 7, 8
2015/7/30, 111, 55, 99, 12, 8, 6
2015/7/31, 123, 63, 97, 12, 7, 7
2015/8/1, 138, 60, 111, 9, 6, 6
2015/8/2, 140, 55, 113, 11, 6, 6
2015/8/3, 122, 56, 121, 12, 7, 6
2015/8/4, 118, 54, 114, 11, 7, 6
2015/8/5, 114, 36, 31, 4, 3, 5
2015/8/6, 75, 30, 13, 3, 2, 5
2015/8/7, 60, 34, 13, 3, 2, 5
2015/8/8, 53, 25, 13, 3, 2, 4
2015/8/9, 45, 28, 23, 4, 1, 5
2015/8/10, 58, 28, 26, 8, 3, 5
2015/8/11, 68, 38, 34, 11, 6, 7
2015/8/12, 77, 58, 73, 15, 5, 8
2015/8/13, 138, 45, 67, 10, 4, 7
2015/8/14, 114, 38, 42, 8, 3, 7
2015/8/15, 81, 41, 34, 10, 3, 7
2015/8/16, 94, 48, 65, 10, 4, 8
2015/8/17, 116, 51, 57, 8, 3, 8
2015/8/18, 125, 32, 62, 9, 4, 7
2015/8/19, 80, 49, 61, 13, 4, 9
2015/8/20, 108, 32, 30, 15, 4, 9
2015/8/21, 85, 19, 37, 14, 2, 9
2015/8/22, 60, 17, 35, 10, 2, 8
2015/8/23, 49, 28, 40, 11, 2, 10
2015/8/24, 76, 47, 69, 15, 6, 11
2015/8/25, 121, 61, 104, 20, 8, 9
2015/8/26, 133, 90, 107, 23, 9, 8
2015/8/27, 183, 84, 86, 25, 8, 10
2015/8/28, 180, 69, 78, 13, 5, 6
2015/8/29, 165, 61, 70, 13, 5, 6
2015/8/30, 154, 49, 54, 13, 4, 5
2015/8/31, 131, 53, 84, 14, 4, 5
2015/9/1, 135, 69, 101, 18, 7, 7
2015/9/2, 162, 73, 121, 19, 11, 10
2015/9/3, 167, 68, 115, 11, 5, 7
2015/9/4, 163, 46, 66, 9, 4, 7
2015/9/5, 124, 43, 53, 14, 7, 7
2015/9/6, 113, 28, 49, 12, 4, 5
2015/9/7, 74, 25, 53, 10, 5, 3
2015/9/8, 64, 24, 57, 9, 3, 3
2015/9/9, 61, 29, 72, 15, 4, 3
2015/9/10, 70, 38, 76, 17, 5, 4
2015/9/11, 89, 50, 37, 18, 8, 5
2015/9/12, 125, 45, 41, 19, 8, 5
2015/9/13, 104, 29, 44, 14, 4, 3
2015/9/14, 60, 34, 29, 20, 4, 5
2015/9/15, 94, 33, 33, 15, 5, 5
2015/9/16, 81, 40, 51, 20, 6, 6
2015/9/17, 89, 43, 53, 20, 5, 6
2015/9/18, 101, 28, 55, 13, 4, 4
2015/9/19, 72, 46, 52, 13, 4, 4
2015/9/20, 105, 43, 53, 14, 4, 4
2015/9/21, 105, 35, 41, 14, 4, 5
2015/9/22, 90, 38, 49, 17, 4, 6
2015/9/23, 106, 32, 38, 15, 6, 5
2015/9/24, 82, 38, 50, 12, 4, 4
2015/9/25, 93, 43, 53, 10, 4, 4
2015/9/26, 99, 40, 52, 8, 4, 3
2015/9/27, 94, 43, 53, 9, 4, 3
2015/9/28, 84, 20, 34, 8, 3, 3
2015/9/29, 42, 31, 25, 7, 3, 6
2015/9/30, 63, 48, 41, 11, 5, 6
2015/4/1, 149, 58, 45, 24, 5, 3
2015/4/2, 117, 64, 35, 25, 4, 12
2015/4/3, 154, 54, 37, 25, 3, 11
2015/4/4, 134, 59, 37, 28, 4, 10
2015/4/5, 141, 23, 39, 16, 1, 5
2015/4/6, 59, 41, 37, 18, 1, 2
2015/4/7, 69, 39, 43, 26, 4, 1
2015/4/8, 84, 37, 48, 30, 3, 2
2015/4/9, 78, 50, 53, 31, 5, 5
2015/4/10, 123, 51, 64, 30, 5, 4
2015/4/11, 116, 56, 74, 26, 5, 4
2015/4/12, 138, 64, 43, 23, 6, 3
2015/4/13, 127, 62, 49, 31, 5, 5
2015/4/14, 148, 70, 73, 44, 11, 6
2015/4/15, 159, 94, 51, 41, 13, 9
2015/4/16, 143, 90, 47, 19, 3, 5
2015/4/17, 91, 69, 42, 25, 7, 7
2015/4/18, 147, 105, 26, 43, 9, 12
2015/4/19, 200, 53, 44, 19, 3, 5
2015/4/20, 111, 59, 52, 37, 5, 5
2015/4/21, 107, 74, 109, 39, 8, 7
2015/4/22, 161, 65, 81, 41, 10, 7
2015/4/23, 148, 68, 43, 50, 9, 7
2015/4/24, 139, 72, 87, 45, 9, 9
2015/4/25, 159, 59, 101, 22, 5, 5
2015/4/26, 122, 53, 75, 16, 5, 5
2015/4/27, 91, 70, 76, 20, 7, 8
2015/4/28, 161, 49, 34, 20, 4, 7
2015/4/29, 127, 68, 71, 24, 10, 9
2015/4/30, 157, 46, 71, 10, 1, 6
2015/5/1, 127, 54, 55, 14, 2, 8
2015/5/2, 140, 55, 62, 13, 4, 9
2015/5/3, 140, 78, 69, 24, 7, 12
2015/5/4, 151, 52, 55, 18, 2, 4
2015/5/5, 68, 56, 67, 18, 5, 5
2015/5/6, 106, 56, 80, 18, 3, 5
2015/5/7, 134, 40, 60, 14, 2, 4
2015/5/8, 84, 27, 42, 13, 2, 4
2015/5/9, 72, 41, 69, 12, 3, 4
2015/5/10, 100, 33, 36, 14, 1, 6
2015/5/11, 93, 66, 54, 21, 5, 5
2015/5/12, 114, 65, 91, 28, 11, 5
2015/5/13, 131, 54, 50, 22, 6, 6
2015/5/14, 140, 55, 12, 26, 6, 8
2015/5/15, 139, 47, 52, 16, 2, 4
2015/5/16, 111, 42, 55, 18, 3, 3
2015/5/17, 99, 55, 26, 29, 4, 10
2015/5/18, 145, 73, 75, 27, 2, 10
2015/5/19, 170, 57, 71, 18, 2, 7
2015/5/20, 128, 37, 52, 14, 1, 5
2015/5/21, 65, 36, 70, 10, 2, 5
2015/5/22, 83, 35, 38, 13, 2, 7
2015/5/23, 95, 41, 41, 13, 5, 8
2015/5/24, 109, 35, 56, 10, 3, 6
2015/5/25, 91, 39, 65, 14, 4, 6
2015/5/26, 78, 55, 46, 10, 4, 6
2015/5/27, 116, 39, 38, 14, 3, 6
2015/5/28, 110, 35, 36, 12, 2, 5
2015/5/29, 96, 45, 28, 17, 5, 6
2015/5/30, 119, 55, 54, 19, 4, 6
2015/5/31, 140, 60, 79, 11, 4, 4
2015/6/1, 155, 47, 25, 19, 3, 6
2015/6/2, 122, 36, 36, 14, 3, 4
2015/6/3, 81, 49, 47, 22, 5, 3
2015/6/4, 93, 58, 125, 17, 6, 4
2015/6/5, 141, 72, 111, 13, 6, 4
2015/6/6, 157, 35, 47, 8, 2, 2
2015/6/7, 94, 25, 33, 18, 2, 5
2015/6/8, 75, 62, 68, 25, 5, 6
2015/6/9, 144, 35, 35, 15, 2, 5
2015/6/10, 100, 77, 71, 21, 8, 8
2015/6/11, 152, 96, 106, 23, 10, 8
2015/6/12, 161, 81, 82, 19, 10, 7
2015/6/13, 159, 58, 66, 18, 9, 6
2015/6/14, 130, 68, 33, 25, 5, 8
2015/6/15, 136, 33, 55, 14, 2, 7
2015/6/16, 93, 26, 45, 15, 2, 9
2015/6/17, 80, 25, 45, 16, 3, 7
2015/6/18, 65, 49, 57, 15, 3, 7
2015/6/19, 126, 45, 59, 9, 3, 6
2015/6/20, 112, 53, 47, 9, 3, 6
2015/6/21, 141, 29, 41, 10, 1, 6
2015/6/22, 86, 59, 36, 23, 5, 9
2015/6/23, 153, 59, 67, 16, 2, 8
2015/6/24, 145, 60, 60, 15, 4, 8
2015/6/25, 133, 43, 19, 21, 3, 11
2015/6/26, 114, 19, 37, 12, 1, 7
2015/6/27, 56, 13, 40, 13, 1, 7
2015/6/28, 46, 43, 34, 16, 1, 8
2015/6/29, 103, 73, 54, 19, 6, 11
2015/6/30, 159, 49, 52, 20, 2, 10
2015/1/1, 120, 77, 15, 36, 26, 11
2015/1/2, 165, 85, 16, 36, 25, 10
2015/1/3, 172, 98, 11, 60, 27, 13
2015/1/4, 191, 79, 18, 37, 16, 9
2015/1/5, 164, 84, 19, 21, 9, 9
2015/1/6, 150, 54, 19, 19, 13, 5
2015/1/7, 99, 69, 17, 33, 19, 9
2015/1/8, 149, 124, 14, 56, 27, 19
2015/1/9, 210, 144, 19, 62, 31, 20
2015/1/10, 234, 144, 26, 47, 36, 17
2015/1/11, 253, 30, 18, 16, 8, 6
2015/1/12, 70, 29, 14, 22, 8, 5
2015/1/13, 65, 24, 16, 21, 5, 7
2015/1/14, 76, 66, 10, 24, 10, 10
2015/1/15, 160, 90, 13, 29, 13, 11
2015/1/16, 182, 71, 19, 18, 11, 9
2015/1/17, 149, 73, 20, 31, 13, 10
2015/1/18, 142, 103, 24, 33, 17, 12
2015/1/19, 166, 55, 36, 22, 8, 5
2015/1/20, 100, 96, 26, 31, 16, 9
2015/1/21, 176, 92, 16, 25, 17, 13
2015/1/22, 190, 87, 36, 28, 13, 10
2015/1/23, 184, 87, 37, 31, 12, 11
2015/1/24, 182, 101, 26, 32, 13, 14
2015/1/25, 196, 84, 36, 22, 9, 12
2015/1/26, 183, 52, 35, 13, 7, 7
2015/1/27, 124, 32, 29, 14, 7, 4
2015/1/28, 60, 15, 19, 20, 8, 4
2015/1/29, 49, 63, 26, 20, 11, 8
2015/1/30, 147, 40, 31, 16, 9, 6
2015/1/31, 98, 30, 28, 21, 10, 6
2015/2/1, 66, 35, 18, 26, 8, 5
2015/2/2, 91, 48, 17, 32, 11, 6
2015/2/3, 114, 118, 34, 35, 27, 11
2015/2/4, 228, 79, 33, 29, 18, 8
2015/2/5, 177, 64, 27, 40, 18, 8
2015/2/6, 158, 80, 35, 45, 16, 10
2015/2/7, 175, 82, 35, 17, 10, 5
2015/2/8, 160, 44, 30, 21, 8, 5
2015/2/9, 110, 52, 34, 29, 10, 5
2015/2/10, 140, 67, 44, 36, 13, 8
2015/2/11, 156, 133, 38, 34, 26, 13
2015/2/12, 233, 48, 55, 18, 10, 6
2015/2/13, 122, 63, 67, 16, 9, 6
2015/2/14, 134, 59, 35, 22, 7, 8
2015/2/15, 143, 86, 31, 20, 8, 12
2015/2/16, 183, 109, 49, 22, 10, 13
2015/2/17, 194, 78, 47, 21, 10, 9
2015/2/18, 145, 28, 40, 10, 8, 4
2015/2/19, 54, 17, 39, 7, 6, 5
2015/2/20, 51, 48, 25, 12, 6, 8
2015/2/21, 127, 90, 29, 14, 8, 11
2015/2/22, 183, 92, 41, 12, 9, 7
2015/2/23, 132, 76, 41, 12, 7, 7
2015/2/24, 122, 29, 36, 22, 6, 8
2015/2/25, 71, 53, 38, 14, 6, 9
2015/2/26, 120, 30, 40, 14, 6, 7
2015/2/27, 63, 15, 32, 16, 5, 7
2015/2/28, 49, 63, 38, 20, 11, 9
2015/3/1, 143, 80, 62, 25, 12, 10
2015/3/2, 176, 71, 38, 19, 10, 9
2015/3/3, 158, 45, 37, 13, 7, 6
2015/3/4, 67, 29, 35, 17, 7, 6
2015/3/5, 53, 33, 35, 19, 7, 7
2015/3/6, 78, 36, 42, 23, 9, 7
2015/3/7, 97, 26, 30, 22, 7, 7
2015/3/8, 70, 51, 37, 16, 7, 8
2015/3/9, 118, 45, 38, 17, 7, 7
2015/3/10, 69, 59, 41, 35, 10, 8
2015/3/11, 115, 68, 71, 34, 13, 10
2015/3/12, 150, 84, 47, 42, 13, 12
2015/3/13, 169, 85, 46, 35, 10, 13
2015/3/14, 178, 50, 52, 16, 6, 8
2015/3/15, 137, 30, 42, 17, 5, 8
2015/3/16, 90, 40, 47, 21, 6, 9
2015/3/17, 108, 56, 32, 26, 7, 12
2015/3/18, 143, 65, 32, 25, 9, 10
2015/3/19, 152, 59, 40, 29, 2, 7
2015/3/20, 151, 78, 58, 36, 8, 10
2015/3/21, 170, 93, 44, 30, 8, 7
2015/3/22, 143, 72, 34, 17, 4, 4
2015/3/23, 86, 37, 44, 14, 2, 3
2015/3/24, 46, 34, 45, 12, 2, 4
2015/3/25, 58, 36, 52, 12, 2, 4
2015/3/26, 68, 30, 45, 21, 2, 6
2015/3/27, 81, 66, 68, 33, 4, 11
2015/3/28, 153, 74, 83, 33, 7, 15
2015/3/29, 170, 44, 53, 17, 2, 14
2015/3/30, 119, 62, 75, 24, 4, 20
2015/3/31, 152, 59, 31, 38, 5, 14
2014/10/1, 59, 62, 88, 20, 12, 11
2014/10/2, 115, 55, 58, 14, 9, 10
2014/10/3, 124, 35, 48, 9, 5, 7
2014/10/4, 35, 49, 47, 14, 7, 10
2014/10/5, 71, 54, 51, 12, 7, 8
2014/10/6, 102, 45, 54, 15, 7, 8
2014/10/7, 90, 36, 44, 17, 6, 7
2014/10/8, 73, 36, 47, 16, 9, 6
2014/10/9, 78, 44, 56, 15, 6, 5
2014/10/10, 95, 50, 44, 12, 7, 5
2014/10/11, 108, 60, 48, 11, 6, 5
2014/10/12, 98, 69, 41, 12, 8, 4
2014/10/13, 97, 72, 41, 25, 18, 7
2014/10/14, 125, 100, 65, 43, 24, 10
2014/10/15, 175, 103, 53, 39, 19, 11
2014/10/16, 177, 55, 38, 19, 8, 4
2014/10/17, 63, 34, 37, 15, 5, 4
2014/10/18, 51, 41, 43, 12, 7, 4
2014/10/19, 67, 71, 72, 23, 9, 6
2014/10/20, 132, 80, 31, 26, 11, 8
2014/10/21, 144, 55, 40, 15, 7, 6
2014/10/22, 122, 54, 41, 23, 7, 5
2014/10/23, 109, 45, 48, 19, 7, 5
2014/10/24, 94, 40, 49, 17, 8, 5
2014/10/25, 85, 61, 54, 26, 9, 6
2014/10/26, 140, 60, 38, 15, 8, 6
2014/10/27, 121, 49, 37, 15, 6, 4
2014/10/28, 63, 44, 32, 21, 8, 7
2014/10/29, 76, 52, 22, 28, 6, 8
2014/10/30, 125, 57, 18, 32, 9, 12
2014/10/31, 137, 65, 12, 26, 11, 11
2014/11/1, 156, 60, 36, 20, 13, 7
2014/11/2, 140, 55, 35, 23, 13, 5
2014/11/3, 101, 55, 42, 28, 10, 6
2014/11/4, 106, 47, 41, 24, 9, 5
2014/11/5, 97, 104, 53, 31, 17, 11
2014/11/6, 182, 53, 37, 17, 9, 5
2014/11/7, 107, 35, 25, 18, 8, 5
2014/11/8, 80, 44, 36, 16, 9, 6
2014/11/9, 100, 62, 38, 17, 12, 7
2014/11/10, 153, 63, 34, 34, 13, 7
2014/11/11, 138, 110, 24, 32, 20, 13
2014/11/12, 202, 59, 27, 23, 12, 6
2014/11/13, 93, 62, 29, 37, 16, 8
2014/11/14, 121, 51, 33, 25, 8, 7
2014/11/15, 102, 59, 21, 27, 10, 9
2014/11/16, 148, 94, 33, 26, 16, 10
2014/11/17, 192, 63, 32, 26, 14, 9
2014/11/18, 153, 37, 31, 23, 8, 7
2014/11/19, 96, 39, 29, 23, 8, 6
2014/11/20, 86, 48, 28, 26, 9, 7
2014/11/21, 111, 65, 20, 35, 10, 10
2014/11/22, 156, 44, 28, 19, 7, 6
2014/11/23, 107, 38, 20, 20, 8, 7
2014/11/24, 94, 49, 25, 17, 7, 7
2014/11/25, 87, 60, 27, 24, 11, 8
2014/11/26, 127, 34, 31, 21, 7, 6
